Category,Nutrient Data Bank Number,Alpha Carotene,Ash,Beta Carotene,Beta Cryptoxanthin,Carbohydrate,Cholesterol,Choline,Fiber,Kilocalories,Lutein and Zeaxanthin,Lycopene,Manganese,Niacin,Pantothenic Acid,Protein,Refuse Percentage,Retinol,Riboflavin,Selenium,Sugar Total,Thiamin,Water,Monosaturated Fat,Polysaturated Fat,Saturated Fat,Total Lipid,Major Minerals.Calcium,Major Minerals.Copper,Major Minerals.Iron,Major Minerals.Magnesium,Major Minerals.Phosphorus,Major Minerals.Potassium,Major Minerals.Sodium,Major Minerals.Zinc,Vitamin A - IU,Vitamin A - RAE,Vitamin B12,Vitamin B6,Vitamin C,Vitamin E,Vitamin K
BREAKFAST TART,18459,0,1.18,3,1,76.8,0,8,1.5,372,4,0,0,3.8,0,3.99,0,285,0.549,12.9,4.869999886,0.285,12.04,3.338,0.878,1.393,5.99,44,0.073,3.42,44,93,66,252,0.28,950,285,0,0.38,3.8,0.53,0.4
BREAKFAST TYPE DRK,14606,0,0.19,0,0,0.9,0,0,0,4,0,0,0,0.837,0,0.04,0,63,0.071,0,0.029999999,0,98.87,0,0,0,0,11,0.01,0,4,7,33,5,0.01,209,63,0,0.084,25.1,0.56,0
BROADBEANS,11088,0,1.1,0,0,11.7,0,0,4.199999809,72,0,0,0.32,1.5,0.086,5.6,3,0,0.11,1.2,0,0.17,81,0.017,0.31,0.138,0.6,22,0.074,1.9,38,95,250,50,0.58,350,18,0,0.038,33,0,0
BROADBEANS (FAVA BEANS),16052,0,3.08,32,0,58.29,0,96,25,341,0,0,1.626,2.832,0.976,26.12,0,0,0.333,8.2,5.699999809,0.555,10.98,0.303,0.627,0.254,1.53,103,0.824,6.7,192,421,1062,13,3.14,53,3,0,0.366,1.4,0.05,9
BROADBEANS (FAVA BNS),16053,0,0.81,9,0,19.65,0,31,5.400000095,110,0,0,0.421,0.711,0.157,7.6,0,0,0.089,2.6,1.820000052,0.097,71.54,0.079,0.164,0.066,0.4,36,0.259,1.5,43,125,268,5,1.01,15,1,0,0.072,0.3,0.02,2.9
BROCCOLI,11090,25,0.87,361,1,6.64,0,19,2.599999905,34,1403,0,0.21,0.639,0.573,2.82,39,0,0.117,2.5,1.700000048,0.071,89.3,0.011,0.038,0.039,0.37,47,0.049,0.73,21,66,316,33,0.41,623,31,0,0.175,89.2,0.78,101.6
BROCCOLI RAAB,11096,0,0.93,1573,0,2.85,0,18,2.700000048,22,1121,0,0.395,1.221,0.322,3.17,0,0,0.129,1,0.379999995,0.162,92.55,0.026,0.13,0.05,0.49,108,0.042,2.14,22,73,196,33,0.77,2622,131,0,0.171,20.2,1.62,224
BROTWURST,7015,0,3.67,0,0,2.93,63,0,0,323,0,0,0.04,3.3,0.06,14.3,0,0,0.23,17,2.980000019,0.25,51.3,13.34,2.83,9.93,27.8,48,0.08,1.03,16,134,281,1112,2.1,0,0,2.05,0.13,0,0.27,0
BRUSSELS SPROUTS,11098,6,1.37,450,0,8.95,0,19,3.799999952,43,1590,0,0.337,0.745,0.309,3.38,10,0,0.09,1.6,2.200000048,0.139,86,0.023,0.153,0.062,0.3,42,0.07,1.4,23,69,389,25,0.42,754,38,0,0.219,85,0.88,177
BUCKWHEAT FLR,20011,0,2.54,0,0,70.59,0,54,10,335,220,0,2.03,6.15,0.44,12.62,0,0,0.19,5.7,2.599999905,0.417,11.15,0.949,0.949,0.677,3.1,41,0.515,4.06,251,337,577,11,3.12,0,0,0,0.582,0,0.32,7
BUCKWHEAT GROATS,20009,0,2.2,0,0,74.95,0,54,10.30000019,346,0,0,1.618,5.135,1.233,11.73,0,0,0.271,8.4,0,0.224,8.41,0.828,0.828,0.591,2.71,17,0.624,2.47,221,319,320,11,2.42,0,0,0,0.353,0,0,0
Buffalo,35174,0,0.94,0,0,0,0,0,0,97,0,0,0.011,6.92,0.76,21.44,0,0,0.325,7,0,0.153,75.96,0.425,0.098,0.418,1.3,3,0.117,2.61,22,200,355,43,3,0,0,1.15,0.78,0,0,0
BULGUR,20012,0,1.51,5,0,75.87,0,28,18.29999924,342,220,0,3.048,5.114,1.045,12.29,0,0,0.115,2.3,0.409999996,0.232,9,0.173,0.541,0.232,1.33,35,0.335,2.46,164,300,410,17,1.93,9,0,0,0.342,0,0.06,1.9
BURBOT,15006,0,1.16,0,0,0,60,0,0,90,0,0,0.7,1.62,0.15,19.31,0,5,0.141,12.6,0,0.372,79.26,0.133,0.297,0.163,0.81,50,0.2,0.9,32,200,404,97,0.76,15,5,0.8,0.3,0,0,0
BURDOCK ROOT,11104,0,0.89,0,0,17.34,0,12,3.299999952,72,0,0,0.232,0.3,0.321,1.53,25,0,0.03,0.7,2.900000095,0.01,80.09,0.037,0.059,0.025,0.15,41,0.077,0.8,38,51,308,5,0.33,0,0,0,0.24,3,0.38,1.6
BURGER KING,21141,0,0.91,0,0,19.03,31,0,0,168,0,0,0.061,0.09,0.62,3.19,0,0,0.18,3.2,11.67000008,0,68.13,2.47,0.434,5.335,8.74,104,0.19,0.42,12,97,153,100,0.67,0,0,0.36,0.03,0,0.32,0
BURRITO,22917,1,1.81,126,1,30.84,8,22,4.199999809,239,22,8444,0.481,2.889,0.008,7.26,0,0,0.236,10.7,3.529999971,0.393,50.48,3.789,1.358,2.949,9.61,34,0.211,2.96,32,72,221,587,0.99,212,11,0,0.09,0.8,0,6.8
BUTCHER BOY MEATS,7269,0,4.66,0,0,4.66,104,0,0.200000003,239,0,0,0,2.089,0.669,13.45,0,0,0.145,0,2.49000001,0.057,59.06,5.542,5.046,5.86,18.17,148,0.098,1.83,14,246,189,1162,2.88,297,15,0.25,0.208,0.8,0,0
BUTTER,1001,0,2.11,158,0,0.06,215,19,0,717,0,0,0,0.042,0.11,0.85,0,671,0.034,1,0.059999999,0.005,15.87,21.021,3.043,51.368,81.11,24,0,0.02,2,24,24,576,0.09,2499,684,0.17,0.003,0,2.32,7
BUTTER OIL,1003,0,0,193,0,0,256,22,0,876,0,0,0,0.003,0.01,0.28,0,824,0.005,0,0,0.001,0.24,28.732,3.694,61.924,99.48,4,0.001,0,0,3,5,2,0.01,3069,840,0.01,0.001,0,2.8,8.6
BUTTER REPLCMNT,43214,0,3,0,0,89,2,0,0,373,0,0,0,0,0,2,0,0,0,0,5.300000191,0,5,0.276,0.057,0.589,1,23,0,2,0,8,2,1200,0,0,0,0,0,0,0,0
BUTTERBUR,11106,0,1.46,0,0,3.61,0,0,0,14,0,0,0.274,0.2,0.032,0.39,12,0,0.02,0.9,0,0.02,94.5,0,0,0,0.04,103,0.103,0.1,14,12,655,7,0.16,50,3,0,0.096,31.5,0,0
BUTTERFISH,15007,0,1.2,0,0,0,65,0,0,146,0,0,0.015,4.5,0.75,17.28,0,30,0.15,36.5,0,0.12,74.13,3.38,0.59,3.38,8.02,22,0.054,0.5,25,240,375,89,0.77,100,30,1.9,0.3,0,0,0
BUTTER-MARGARINE BLEND,42307,0,2,610,0,0.6,88,15,0,718,0,0,0,0.03,0,0.9,0,768,0.04,0.5,0,0.01,15.8,31.832,18.236,26.904,80.7,28,0.005,0.09,2,23,37,28,0.02,3577,819,0.1,0.01,0.1,5,70.9
BUTTERNUTS,12084,0,2.73,0,0,12.05,0,0,4.699999809,612,0,0,6.56,1.045,0.633,24.9,73,0,0.148,17.2,0,0.383,3.34,10.425,42.741,1.306,56.98,53,0.45,4.02,237,446,421,1,3.13,124,6,0,0.56,3.2,0,0
CABBAGE,11109,33,0.64,42,0,5.8,0,11,2.5,25,30,0,0.16,0.234,0.212,1.28,20,0,0.04,0.3,3.200000048,0.061,92.18,0.017,0.017,0.034,0.1,40,0.019,0.47,12,26,170,18,0.18,98,5,0,0.124,36.6,0.15,76
CAKE,18086,0,2.3,0,0,57.8,0,0,1.5,258,0,0,0.085,0.883,0.198,5.9,0,0,0.491,7.3,0,0.102,33.2,0.071,0.367,0.121,0.8,140,0.078,0.52,12,324,93,749,0.07,0,0,0.06,0.031,0,0,0
CAMPBEL,27024,0,1.48,0,0,10.2,10,0,1.600000024,82,0,0,0,0,0,2.04,0,0,0,0,6.119999886,0,82.6,0,0,2.449,3.67,41,0,0.15,0,0,0,363,0,204,0,0,0,0,0,0
CAMPBEL COMPANY,6240,0,1.72,0,0,13.85,0,0,2.299999952,85,0,0,0,0,0,1.54,0,0,0,0,9.229999542,0,80.2,0,0,0.769,2.69,15,0,0.28,0,0,354,408,0,385,0,0,0,0,0,0
CAMPBELL,6003,0,3.27,0,0,4.76,4,0,0,40,0,0,0,0,0,2.38,0,0,0,0,0.790000021,0,88,0,0,0.397,1.59,0,0,0.29,0,0,0,706,0,0,0,0,0,0,0,0
CAMPBELL ,22938,0,1.63,0,0,13.89,2,0,1.200000048,69,0,0,0,1.19,0,2.38,0,0,0.067,0,5.159999847,0.06,81.7,0,0,0.198,0.4,119,0,0.71,0,0,0,246,0,198,0,0,0,2.4,0,0
CAMPBELL COMPANY,6038,0,1.48,0,0,9.68,4,0,0.800000012,89,0,0,0,0,0,1.61,0,0,0,0,1.610000014,0,83.2,0,0,1.613,4.03,32,0,0,0,0,0,718,0,605,0,0,0,0,0,0
CAMPBELL SOUP,6014,0,1.98,0,0,9.68,4,0,0,81,0,0,0,0,0,1.61,0,0,0,0,1.610000014,0,83.1,0,0,1.613,3.63,32,0,0,0,0,0,661,0,806,0,0,0,1,0,0
CAMPBELL SOUP CO,2073,0,38.01,0,0,56.29,0,0,18.79999924,188,0,0,0,0,0,0,0,0,0,0,18.76000023,0,5.7,0,0,0,0,0,0,6.75,0,0,0,8068,0,9381,0,0,0,45,0,0
CAMPBELL SOUP CO.,16200,0,1.18,0,0,23.08,2,0,6.199999809,123,0,0,0,0,0,3.85,0,0,0,0,10,0,69.4,0,0,0.385,1.92,31,0,1.11,0,0,0,362,0,0,0,0,0,0,0,0
CAMPBELL SOUP COMP,6245,0,0.98,0,0,7.35,6,0,1.200000048,49,0,0,0,0,0,2.86,0,0,0,0,2.039999962,0,87.8,0,0,0.408,1.02,16,0,0.15,0,0,0,318,0,163,0,0,0,0,0,0
CAMPBELL SOUP COMPANY,6029,123,1.23,293,4,7.19,4,10,0.800000012,58,10,0,0.182,1.059,0.111,1.59,0,0,0.025,1.7,0.790000021,0.01,88.8,0.397,0,0.397,1.19,0,0.054,0,4,33,167,381,0.2,595,33,0.07,0.037,4.8,0.07,0.7
CAMPBELL SOUPS,27008,0,0.75,0,0,8.16,6,0,1.200000048,53,0,0,0,0,0,3.27,0,0,0,0,1.629999995,0,86.8,0.408,0.204,0.408,1.02,16,0,0.29,0,0,249,196,0,306,0,0,0,2.4,0,0
CAMPBELL SUPPER BAKES MEAL KITS,22947,0,2.94,0,0,45.74,5,0,2.099999905,210,0,0,0,0,0,4.26,0,0,0,0,3.190000057,0,46,0,0,0.532,1.06,0,0,0,0,0,0,830,0,0,0,0,0,0,0,0
CAMPBELL'S CHNKY,27007,0,0.7,0,0,6.12,8,0,0.400000006,45,0,0,0,0,0,2.86,0,0,0,0,0.819999993,0,89.1,0.612,0.204,0.408,1.22,8,0,0.29,0,0,286,196,0,408,0,0,0,1,0,0
CAMPBELL'S CHNKY SOUPS,6464,0,1.24,0,0,11.02,6,0,3.299999952,78,0,0,0,0,0,6.12,0,0,0,0,3.670000076,0,80.6,0,0,0.408,1.02,24,0,0.73,0,0,0,359,0,408,0,0,0,1,0,0
CAMPBELL'S CHUNKY MICROWAVABLE BWLS,6242,0,1.01,0,0,7.35,10,0,1.200000048,78,0,0,0,0,0,3.27,0,0,0,0,0.819999993,0,84.7,0,0,0.816,3.67,8,0,0,0,0,0,363,0,1020,0,0,0,0,0,0
CAMPBELL'S CHUNKY SOUPS,6383,0,2.74,0,0,9.39,2,0,0.800000012,65,0,0,0,0,0,1.63,0,0,0,0,1.25,0,83.8,0,0,0.408,2.44,16,0,0.29,0,0,0,355,0,41,0,0,0,0,0,0
CAMPBELL'S RED & WHITE,6047,0,2.1,0,0,7.94,4,0,0.800000012,56,0,0,0,0,0,2.38,0,0,0,0,0.790000021,0,86,0,0,0.397,1.59,0,0,0.29,0,0,0,508,0,595,0,0,0,0,0,0
CAMPBELL'S RED & WHITE - MCRWVEABLE BOWLS,6497,0,1.07,0,0,4.08,6,0,0.400000006,30,0,0,0,0,0,1.63,0,0,0,0,0,0,92.4,0,0,0.204,0.82,0,0,0.29,0,0,0,355,0,204,0,0,0,0,0,0
CAMPBELL'S RED & WHITE - MICROWAVEABLE BOWLS,6502,0,1.06,0,0,5.71,2,0,0.400000006,30,0,0,0,0,0,0.82,0,0,0,0,0.409999996,0,92,0,0,0.204,0.41,8,0,0.29,0,0,0,327,0,204,0,0,0,0,0,0
CAMPBELL'S RED&WHITE,6209,0,2.11,0,0,8.06,4,0,1.600000024,56,0,0,0,0,0,1.61,0,0,0,0,0.810000002,0,86.6,0,0,0.403,1.61,16,0,0,0,0,0,565,0,81,0,0,0,0,0,0
CAMPBELL'S SEL GOLD LABEL SOUPS,6507,0,1.47,0,0,9.39,2,0,1.600000024,49,0,0,0,0,0,1.22,0,0,0,0,4.079999924,0,87.3,0,0,0.408,0.61,16,0,0.29,0,0,0,335,0,306,0,0,0,1.5,0,0
CAMPBELL'S SEL MCRWVABLE BOWLS,6513,0,1.3,0,0,6.53,4,0,1.200000048,43,0,0,0,0,0,2.45,0,0,0,0,0.409999996,0,88.9,0,0,0.204,0.82,24,0,0.44,0,0,0,355,0,0,0,0,0,0,0,0
CAMPBELL'S SEL MCRWVABLE BWLS,6516,0,1.07,0,0,6.12,6,0,0.800000012,53,0,0,0,0,0,2.86,0,0,0,0,2.039999962,0,87.5,0,0,1.02,2.45,16,0,0.44,0,0,0,355,0,122,0,0,0,0,0,0
CAMPBELL'S SEL MICROWAVEABLE BOWLS,6521,0,1.71,0,0,7.76,2,0,1.600000024,39,0,0,0,0,0,1.63,0,0,0,0,2.039999962,0,88.7,0,0,0,0.2,16,0,0.44,0,0,0,367,0,612,0,0,0,0,0,0
CAMPBELL'S SEL SOUP,6529,0,1.3,0,0,7.35,4,0,0.800000012,43,0,0,0,0,0,2.04,0,0,0,0,0.819999993,0,88.7,0,0,0,0.61,8,0,0.29,0,0,0,347,0,0,0,0,0,0,0,0
CAMPBELL'S SOUP AT HAND,6585,0,1.2,0,0,6.23,2,0,1.299999952,33,0,0,0,0,0,0.98,0,0,0,0,2.950000048,0,91.1,0,0,0.164,0.49,7,0,0,0,0,0,292,0,1475,0,0,0,9.8,0,0
CANDIES,19064,0,0.68,0,0,87.73,2,0,0.100000001,387,0,0,0.047,0.21,0.29,1.59,0,0,0.07,2.2,56.31999969,0.056,6.69,1.929,0.266,0.967,3.31,36,0.13,0.8,22,57,116,44,0.4,0,0,0,0.01,0,0.65,9.6
CAPERS,2054,0,8.04,83,0,4.89,0,6,3.200000048,23,0,0,0.078,0.652,0.027,2.36,0,0,0.139,1.2,0.409999996,0.018,83.85,0.063,0.304,0.233,0.86,40,0.374,1.67,33,10,40,2964,0.32,138,7,0,0.023,4.3,0.88,24.6
CARAMBOLA,9060,24,0.52,25,0,6.73,0,8,2.799999952,31,66,0,0.037,0.367,0.391,1.04,3,0,0.016,0.6,3.980000019,0.014,91.38,0.03,0.184,0.019,0.33,3,0.137,0.08,10,12,133,2,0.12,61,3,0,0.017,34.4,0.15,0
CARB BEV,14151,0,0.1,0,0,0,0,0,0,0,0,0,0.017,0,0,0.1,0,0,0,0,0,0,99.8,0,0,0,0,4,0.025,0.04,1,0,2,6,0,0,0,0,0,0,0,0
CARBONATED BEV,14121,0,0.1,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,99.9,0,0,0,0,5,0.006,0.01,1,0,2,21,0.1,0,0,0,0,0,0,0
CARDOON,11122,0,1.13,0,0,4.07,0,0,1.600000024,17,0,0,0.256,0.3,0.338,0.7,51,0,0.03,0.2,0,0.02,94,0.018,0.041,0.011,0.1,70,0.231,0.7,42,23,400,170,0.17,0,0,0,0.116,2,0,0
CARIBOU,35021,0,1.5,0,0,0,0,0,0,786,0,0,0,0.2,0,6.7,0,0,0,0,0,0.04,7.4,0,0,0,84.4,0,0,4.5,0,107,0,0,0,240,0,0,0,0,0,0
CARISSA,9061,0,0.4,0,0,13.63,0,0,0,62,0,0,0,0.2,0,0.5,14,0,0.06,0,0,0.04,84.17,0,0,0,1.3,11,0.21,1.31,16,7,260,3,0,40,2,0,0,38,0,0
CARL BUDDIG,7270,0,3.8,0,0,1,65,0,0,142,0,0,0,4.2,0,19.3,0,0,0.24,0,0,0.09,69.1,0,0.3,2.8,6.8,17,0,2.4,0,0,352,1342,0,0,0,0,0,0,0,0
CARL BUDDIG. CKD SMOKED BF PASTRAMI,7274,0,3.1,0,0,1,65,0,0,141,0,0,0,4.1,0,19.6,0,0,0.23,0,0,0.09,69.8,0,0.3,3,6.5,17,0,2.45,0,0,365,1056,0,0,0,0,0,0,0,0
CAROB-FLAVOR BEV MIX,14168,0,1.9,0,0,93.3,0,0,8,372,0,0,0.063,0.76,0.006,1.8,0,0,0.001,1.5,0,0.009,2.9,0.06,0.068,0.03,0.2,32,0.06,4.6,5,7,104,103,0.08,0,0,0,0.124,0,0,0
CARP,15008,0,1.46,0,0,0,66,65,0,127,0,0,0.042,1.64,0.75,17.83,0,9,0.055,12.6,0,0.115,76.31,2.328,1.431,1.083,5.6,41,0.057,1.24,29,415,333,49,1.48,30,9,1.53,0.19,1.6,0.63,0.1
CARROT,11683,14251,6.84,33954,0,79.57,0,72,23.60000038,341,1051,3,1.116,6.567,1.471,8.1,0,0,0.417,8.6,38.81999969,0.534,4,0.076,0.73,0.256,1.49,212,0.37,3.93,118,346,2540,275,1.57,68466,3423,0,1.04,14.6,5.45,108
CARROT JUICE,11655,4342,0.75,9303,0,9.28,0,10,0.800000012,40,333,2,0.13,0.386,0.228,0.95,0,0,0.055,0.6,3.910000086,0.092,88.87,0.007,0.071,0.027,0.15,24,0.046,0.46,14,42,292,29,0.18,19124,956,0,0.217,8.5,1.16,15.5
CARROTS,11124,3477,0.97,8285,0,9.58,0,9,2.799999952,41,256,1,0.143,0.983,0.273,0.93,11,0,0.058,0.1,4.739999771,0.066,88.29,0.014,0.117,0.037,0.24,33,0.045,0.3,12,35,320,69,0.24,16706,835,0,0.138,5.9,0.66,13.2
CASHEW BUTTER,12088,0,2.5,0,0,27.57,0,0,2,587,0,0,0.815,1.599,1.201,17.56,0,0,0.187,11.5,0,0.312,2.96,29.122,8.354,9.763,49.41,43,2.19,5.03,258,457,546,15,5.16,0,0,0,0.252,0,0,0
CASHEW NUTS,12085,0,3.95,0,0,32.69,0,61,3,574,23,0,0.826,1.4,1.217,15.31,0,0,0.2,11.7,5.010000229,0.2,1.7,27.317,7.836,9.157,46.35,45,2.22,6,260,490,565,16,5.6,0,0,0,0.256,0,0.92,34.7
CASSAVA,11134,0,0.62,8,0,38.06,0,24,1.799999952,160,0,0,0.384,0.854,0.107,1.36,0,0,0.048,0.7,1.700000048,0.087,59.68,0.075,0.048,0.074,0.28,16,0.1,0.27,21,27,271,14,0.34,13,1,0,0.088,20.6,0.19,1.9
CATFISH,15010,0,0.96,0,0,0,58,0,0,95,0,0,0.025,1.907,0.765,16.38,0,15,0.072,12.6,0,0.21,80.36,0.844,0.865,0.722,2.82,14,0.034,0.3,23,209,358,43,0.51,50,15,2.23,0.116,0.7,0,0
CATSUP,11949,0,3.66,560,0,25.15,0,12,0.300000012,97,0,16709,0.128,1.426,0.046,1.74,0,0,0.132,0.3,22.77000046,0.011,69.15,0.047,0.126,0.043,0.31,18,0.181,0.51,19,33,382,20,0.26,933,47,0,0.149,15.1,1.46,2.8
CATTAIL,35195,0,1.03,6,0,5.14,0,24,4.5,25,76,0,0.76,0.44,0.234,1.18,0,0,0.025,0.6,0.219999999,0.023,92.65,0,0,0,0,54,0.041,0.91,63,45,309,109,0.24,11,1,0,0.123,0.7,0,22.8
CAULIFLOWER,11135,0,0.71,8,0,5.3,0,45,2.5,25,33,0,0.156,0.526,0.652,1.98,61,0,0.063,0.6,2.400000095,0.057,91.91,0.007,0.048,0.015,0.1,22,0.042,0.44,15,44,303,30,0.28,13,1,0,0.222,46.4,0.08,16
CAVIAR,15012,0,6.5,0,0,4,588,491,0,252,648,0,0.05,0.12,3.5,24.6,0,271,0.62,65.5,0,0.19,47.5,4.631,7.405,4.06,17.9,275,0.11,11.88,300,356,181,1500,0.95,905,271,20,0.32,0,1.89,0.6
CELERIAC,11141,0,1,0,0,9.2,0,9,1.799999952,42,1,0,0.158,0.7,0.352,1.5,14,0,0.06,0.7,1.600000024,0.05,88,0.058,0.148,0.079,0.3,43,0.07,0.7,20,115,300,100,0.33,0,0,0,0.165,8,0.36,41
CELERY,11143,0,0.75,270,0,2.97,0,6,1.600000024,16,283,0,0.103,0.32,0.246,0.69,11,0,0.057,0.4,1.830000043,0.021,95.43,0.032,0.079,0.042,0.17,40,0.035,0.2,11,24,260,80,0.13,449,22,0,0.074,3.1,0.27,29.3
CELERY FLAKES,44055,0,13.9,1177,0,63.7,0,122,27.79999924,319,5076,0,0,4.64,0,11.3,0,0,0.5,15.3,35.90000153,0.44,9,0.405,1.035,0.555,2.1,587,0.571,7.83,196,402,4388,1435,2.77,1962,98,0,0.46,86.5,5.55,584.2
CELTUCE,11145,0,0.7,0,0,3.65,0,0,1.700000048,18,0,0,0.688,0.55,0.183,0.85,25,0,0.07,0.9,0,0.055,94.5,0,0,0,0.3,39,0.04,0.55,28,39,330,11,0.27,3500,175,0,0.05,19.5,0,0
CEREAL RTE,43510,0,0.8,0,0,86,0,33,7.300000191,388,0,0,0,2.05,0,7.1,0,0,0.04,15.4,9.100000381,0.09,3,1.011,1.473,0.688,3.5,28,0.24,1.15,88,283,238,12,1.5,0,0,0,0.08,0,0.1,0
CEREAL WAFER STRAWS,8555,0,2.5,0,0,78.4,10,0,0,439,0,0,0,6.5,0,5.7,0,0,0.5,0,40,0.5,2,3.2,2.4,5.8,11.4,30,0,0,0,10,6,50,0,1612,0,1.9,0.6,0,0,0
CEREALS,8090,0,0.4,1,1,79.6,0,14,1.600000024,371,5,0,0.106,4.96,0.485,8.8,0,0,0.38,17,0.639999986,0.64,10,0.3,0.516,0.155,1.2,2,0.075,3.91,27,73,137,1,0.41,3,0,0,0.147,0,0.12,0.3
CEREALS READY TO EAT,8217,24,3.1,37,0,85.9,0,7,3.599999905,389,528,0,0,17.75,0.151,6.13,0,497,1.5,6.5,39.25,1.325,2.68,0.975,0.775,0.525,2.33,107,0.12,14.43,51,122,165,648,5.6,1740,501,5.18,1.8,52.5,0.21,0.7
CEREALS RTE,8001,0,5.6,4,0,74.24,0,49,29.29999924,260,180,0,7.41,14.8,1.06,13.14,0,525,2.71,9.4,15.68999958,2.27,2.12,0.67,2.11,0.63,4.9,389,1.04,17.6,362,1150,1020,242,12.4,1747,525,18.8,12,20,1.24,5.2
CERLS,8411,0,2.94,0,0,75.85,0,0,5.599999905,389,0,0,2.43,8.8,0.4,7.67,0,660,0.74,20,39,0.66,6.04,1.52,1.21,3.501,7.47,220,0.18,7.92,78,263,218,502,1.75,2200,661,0,0.88,0,0.37,1.9
CHARD,11147,45,1.6,3647,0,3.74,0,18,1.600000024,19,11000,0,0.366,0.4,0.172,1.8,8,0,0.09,0.9,1.100000024,0.04,92.66,0.04,0.07,0.03,0.2,51,0.179,1.8,81,46,379,213,0.36,6116,306,0,0.099,30,1.89,830
CHAYOTE,11149,0,0.3,0,0,4.51,0,9,1.700000048,19,0,0,0.189,0.47,0.249,0.82,1,0,0.029,0.2,1.659999967,0.025,94.24,0.01,0.057,0.028,0.13,17,0.123,0.34,12,18,125,2,0.74,0,0,0,0.076,7.7,0.12,4.1
CHEESE,1004,0,5.11,74,0,2.34,75,15,0,353,0,0,0.009,1.016,1.729,21.4,0,192,0.382,14.5,0.5,0.029,42.41,7.778,0.8,18.669,28.74,528,0.04,0.31,23,387,256,1395,2.66,763,198,1.22,0.166,0,0.25,2.4
CHEESE FD,1045,0,4.44,0,0,8.32,64,0,0,331,0,0,0.01,0.074,0.977,19.66,0,148,0.446,16.2,0,0.03,43.12,7.165,0.719,15.355,24.46,497,0.03,0.84,30,400,363,966,3.01,705,159,1.28,0.141,0,0,0
CHEESE FOOD,44048,0,3.7,3,0,8.8,6,0,0,137,0,0,0,0.15,0,22.4,0,10,0.48,17.4,8.210000038,0.03,63.8,0.38,0.048,0.81,1.3,552,0.03,0.91,35,499,336,1239,3.29,39,10,1.23,0.13,0,0.01,0.2
CHEESE PRODUCT,42258,0,5.9,82,0,10.6,53,36,0,240,0,0,0,0.18,0,17.6,0,247,0.48,12.4,8.020000458,0.07,51.8,4.13,0.41,8.85,14.1,529,0.03,0.2,33,829,330,1587,2.36,961,254,1.11,0.08,0,0.27,2.7
CHEESE PUFFS&TWISTS,19434,30,4.05,58,0,72.35,1,14,10.69999981,432,643,0,0,7.14,0,8.5,0,38,0.61,9.6,7.289999962,0.54,3,3.5,5.74,2.1,12.1,357,0.085,1.28,41,357,286,1285,2.14,250,44,2.14,0.71,21.4,4.25,1.1
CHEESE SAU,1164,0,2.41,0,0,5.48,38,0,0.100000001,197,0,0,0.04,0.204,0.233,10.33,0,163,0.243,6.6,0,0.044,66.86,4.735,1.397,8.034,14.92,311,0.019,0.35,19,229,142,493,1.26,606,166,0.35,0.045,0.6,0,0
CHEESE SPRD,1048,0,5.98,55,0,8.73,55,36,0,290,0,0,0.02,0.131,0.686,16.41,0,168,0.431,11.3,7.320000172,0.048,47.65,6.219,0.624,13.327,21.23,562,0.033,0.33,29,712,242,1345,2.59,653,173,0.4,0.117,0,0.19,1.8
CHEESE SUB,1161,0,5.27,0,0,23.67,0,14,0,248,0,0,0.028,0.317,0.083,11.47,0,437,0.444,19.2,23.67000008,0.026,47.36,6.243,1.738,3.711,12.22,610,0.11,0.4,41,583,455,685,1.92,1457,437,0.81,0.051,0.1,0.11,1
CHEESECAKE PREP FROM MIX,18148,0,2,0,0,35.5,29,0,1.899999976,274,0,0,0.12,0.493,0.612,5.5,0,92,0.263,4.7,0,0.121,44.2,4.519,0.808,6.691,12.7,172,0.029,0.47,19,234,211,380,0.46,366,96,0.31,0.052,0.5,0,0
CHEESEFURTER,7016,0,3.03,0,0,1.51,68,63,0,328,0,0,0.03,2.9,0.76,14.1,0,6,0.16,15.7,1.50999999,0.25,52.5,13.64,3.02,10.47,29,58,0.07,1.08,13,178,206,1082,2.25,157,47,1.73,0.13,0,0.24,1.6
CHEF BOYARDEE BEEFARONI,22516,0,1.32,0,0,13.58,3,0,0.5,92,0,0,0,0,0,3.3,0,0,0,0,1.940000057,0,79.13,1.12,0.14,1.16,2.67,11,0,0.67,0,0,0,373,0,112,0,0,0,0,0,0
CHEF BOYARDEE BF RAVIOLI IN TOMATO & MEAT SAU,22515,0,1.32,0,0,13.58,3,0,0.5,92,0,0,0,0,0,3.3,0,0,0,0,1.940000057,0,79.13,1.12,0.14,1.16,2.67,11,0,0.67,0,0,0,373,0,112,0,0,0,0,0,0
CHEF BOYARDEE MINI RAVIOLI,22517,0,1.4,0,0,12.36,3,0,1,92,0,0,0,0,0,3.27,0,0,0,0,1.940000057,0,79.73,1.35,0.17,1.37,3.24,12,0,1.02,0,0,0,371,0,165,0,0,0,0,0,0
CHEF BOYARDEE SPAGHETTI & MEATBALLS IN TOMATO SAU,22518,0,1.3,0,0,11.9,7,0,1.399999976,100,0,0,0,0,0,4.37,0,0,0,0,2.970000029,0,78.55,1.63,0.35,1.59,3.88,11,0,0.82,0,0,0,360,0,0,0,0,0,0.6,0,0
